Date,Country/Region,Confirmed,Deaths
2020-03-15,Romania,131,0
2020-03-15,Russia,63,0
2020-03-15,Rwanda,1,0
2020-03-15,Saint Lucia,2,0
2020-03-15,Saint Vincent and the Grenadines,1,0
2020-03-15,San Marino,101,5
2020-03-15,Saudi Arabia,103,0
2020-03-15,Senegal,24,0
2020-03-15,Serbia,48,0
2020-03-15,Seychelles,2,0
2020-03-15,Singapore,226,0
2020-03-15,Slovakia,54,0
2020-03-15,Slovenia,219,1
2020-03-15,South Africa,51,0
2020-03-15,Spain,7798,289
2020-03-15,Sri Lanka,18,0
2020-03-15,Sudan,1,1
2020-03-15,Suriname,1,0
2020-03-15,Sweden,1022,3
2020-03-15,Switzerland,2200,14
2020-03-15,Taiwan,59,1
2020-03-15,Thailand,114,1
2020-03-15,Togo,1,0
2020-03-15,Trinidad and Tobago,2,0
2020-03-15,Tunisia,18,0
2020-03-15,Turkey,6,0
2020-03-15,United States of America,3499,63
2020-03-15,Ukraine,3,1
2020-03-15,United Arab Emirates,98,0
2020-03-15,Uruguay,4,0
2020-03-15,Uzbekistan,1,0
2020-03-15,Venezuela,10,0
2020-03-15,Viet Nam,56,0
2020-03-15,Palestine,0,0
2020-03-15,Total,167447,6440
2020-03-16,Afghanistan,21,0
2020-03-16,Albania,51,1
2020-03-16,Algeria,54,4
2020-03-16,Andorra,2,0
2020-03-16,Antigua and Barbuda,1,0
2020-03-16,Argentina,56,2
2020-03-16,Armenia,52,0
2020-03-16,Aruba,2,0
2020-03-16,Australia,377,3
2020-03-16,Austria,1018,3
2020-03-16,Azerbaijan,15,1
2020-03-16,Bahrain,214,1
2020-03-16,Bangladesh,8,0
2020-03-16,Belarus,36,0
2020-03-16,Belgium,1058,5
2020-03-16,Benin,1,0
2020-03-16,Bhutan,1,0
2020-03-16,Bolivia,11,0
2020-03-16,Bosnia and Herzegovina,25,0
2020-03-16,Brazil,200,0
2020-03-16,Brunei,54,0
2020-03-16,Bulgaria,52,2
2020-03-16,Burkina Faso,15,0
2020-03-16,Cambodia,7,0
2020-03-16,Cameroon,4,0
2020-03-16,Canada,415,4
2020-03-16,Central African Republic,1,0
2020-03-16,Chile,155,0
2020-03-16,China,81033,3217
2020-03-16,Colombia,54,0
2020-03-16,Republic of the Congo,4,0
2020-03-16,Costa Rica,35,0
2020-03-16,Ivory Coast,1,0
2020-03-16,Croatia,57,0
2020-03-16,Cruise Ship,696,7
2020-03-16,Cuba,4,0
2020-03-16,Cyprus,33,0
2020-03-16,Czech Republic,298,0
2020-03-16,Denmark,932,3
2020-03-16,Dominican Republic,11,0
2020-03-16,Ecuador,37,2
2020-03-16,Egypt,150,2
2020-03-16,Equatorial Guinea,1,0
2020-03-16,Estonia,205,0
2020-03-16,Eswatini,1,0
2020-03-16,Ethiopia,5,0
2020-03-16,Finland,277,0
2020-03-16,France,6650,148
2020-03-16,French Guiana,11,0
2020-03-16,Gabon,1,0
2020-03-16,Georgia,33,0
2020-03-16,Germany,7272,17
2020-03-16,Ghana,6,0
2020-03-16,Greece,331,4
2020-03-16,Greenland,1,0
2020-03-16,Guadeloupe,6,0
2020-03-16,Guam,3,0
2020-03-16,Guatemala,2,1
2020-03-16,Guernsey,1,0
2020-03-16,Guinea,1,0
2020-03-16,Guyana,4,1
2020-03-16,Holy See,1,0
2020-03-16,Honduras,6,0
2020-03-16,Hungary,39,1
2020-03-16,Iceland,180,0
2020-03-16,India,119,2
2020-03-16,Indonesia,134,5
2020-03-16,Iran,14991,853
2020-03-16,Iraq,124,10
2020-03-16,Ireland,169,2
2020-03-16,Israel,255,0
2020-03-16,Italy,27980,2158
2020-03-16,Jamaica,10,0
2020-03-16,Japan,825,27
2020-03-16,Jersey,2,0
2020-03-16,Jordan,17,0
2020-03-16,Kazakhstan,10,0
2020-03-16,Kenya,3,0
2020-03-16,South Korea,8236,75
2020-03-16,Kosovo,2,0
2020-03-16,Kuwait,123,0
2020-03-16,Latvia,34,0
2020-03-16,Lebanon,99,3
2020-03-16,Liberia,1,0
2020-03-16,Liechtenstein,4,0
2020-03-16,Lithuania,17,0
2020-03-16,Luxembourg,77,1
2020-03-16,Malaysia,566,0
2020-03-16,Maldives,13,0
2020-03-16,Malta,30,0
2020-03-16,Martinique,15,1
2020-03-16,Mauritania,1,0
2020-03-16,Mayotte,1,0
2020-03-16,Mexico,53,0
2020-03-16,Moldova,23,0
2020-03-16,Monaco,7,0
2020-03-16,Mongolia,1,0
2020-03-16,Morocco,29,1
2020-03-16,Namibia,2,0
2020-03-16,Nepal,1,0
2020-03-16,Netherlands,1414,24
2020-03-16,New Zealand,8,0
2020-03-16,Nigeria,2,0
2020-03-16,North Macedonia,18,0
2020-03-16,Norway,1333,3
2020-03-16,Oman,22,0
2020-03-16,Pakistan,136,0
2020-03-16,Panama,55,1
2020-03-16,Paraguay,8,0
2020-03-16,Peru,86,0
2020-03-16,Philippines,142,12
2020-03-16,Poland,177,4
2020-03-16,Portugal,331,0
2020-03-16,Puerto Rico,3,0
2020-03-16,Qatar,439,0
2020-03-16,Reunion,9,0
2020-03-16,Romania,158,0
2020-03-16,Russia,90,0
2020-03-16,Rwanda,5,0
2020-03-16,Saint Lucia,2,0
2020-03-16,Saint Vincent and the Grenadines,1,0
2020-03-16,San Marino,109,7
2020-03-16,Saudi Arabia,118,0
2020-03-16,Senegal,24,0
2020-03-16,Serbia,55,0
2020-03-16,Seychelles,3,0
2020-03-16,Singapore,243,0
2020-03-16,Slovakia,63,0
2020-03-16,Slovenia,253,1
2020-03-16,Somalia,1,0
2020-03-16,South Africa,62,0
2020-03-16,Spain,9942,342
2020-03-16,Sri Lanka,28,0
2020-03-16,Sudan,1,1
2020-03-16,Suriname,1,0
2020-03-16,Sweden,1103,6
2020-03-16,Switzerland,2200,14
2020-03-16,Taiwan,67,1
2020-03-16,Tanzania,1,0
2020-03-16,Thailand,147,1
2020-03-16,Bahams,1,0
2020-03-16,Togo,1,0
2020-03-16,Trinidad and Tobago,4,0
2020-03-16,Tunisia,20,0
2020-03-16,Turkey,18,0
2020-03-16,United States of America,4632,85
2020-03-16,Ukraine,7,1
2020-03-16,United Arab Emirates,98,0
2020-03-16,United Kingdom,1551,56
2020-03-16,Uruguay,8,0
2020-03-16,Uzbekistan,6,0
2020-03-16,Venezuela,17,0
2020-03-16,Viet Nam,61,0
2020-03-16,Palestine,0,0
2020-03-16,Total,181546,7126
2020-03-17,Afghanistan,22,0
2020-03-17,Albania,55,1
2020-03-17,Algeria,60,4
2020-03-17,Andorra,39,0
2020-03-17,Antigua and Barbuda,1,0
2020-03-17,Argentina,68,2
2020-03-17,Armenia,78,0
2020-03-17,Aruba,3,0
2020-03-17,Australia,452,5
2020-03-17,Austria,1332,3
2020-03-17,Azerbaijan,28,1
2020-03-17,Bahrain,228,1
2020-03-17,Bangladesh,10,0
2020-03-17,Barbados,2,0
2020-03-17,Belarus,36,0
2020-03-17,Belgium,1243,10
2020-03-17,Benin,1,0
2020-03-17,Bhutan,1,0
2020-03-17,Bolivia,11,0
2020-03-17,Bosnia and Herzegovina,26,0
2020-03-17,Brazil,321,1
2020-03-17,Brunei,56,0
2020-03-17,Bulgaria,67,2
2020-03-17,Burkina Faso,15,0
2020-03-17,Cambodia,33,0
2020-03-17,Cameroon,10,0
2020-03-17,Canada,478,5
2020-03-17,Central African Republic,1,0
2020-03-17,Chile,201,0
2020-03-17,China,81058,3230
2020-03-17,Colombia,65,0
2020-03-17,Republic of the Congo,4,0
2020-03-17,Costa Rica,41,0
2020-03-17,Ivory Coast,5,0
2020-03-17,Croatia,65,0
2020-03-17,Cruise Ship,696,7
2020-03-17,Cuba,5,0
2020-03-17,Cyprus,46,0
2020-03-17,Czech Republic,396,0
2020-03-17,Denmark,1024,4
2020-03-17,Dominican Republic,21,1
2020-03-17,Ecuador,58,2
2020-03-17,Egypt,196,4
2020-03-17,Equatorial Guinea,1,0
2020-03-17,Estonia,225,0
2020-03-17,Eswatini,1,0
2020-03-17,Ethiopia,5,0
2020-03-17,Finland,321,0
2020-03-17,France,7683,148
2020-03-17,French Guiana,11,0
2020-03-17,Gabon,1,0
2020-03-17,Georgia,34,0
2020-03-17,Germany,9257,24
2020-03-17,Ghana,7,0
2020-03-17,Greece,387,5
2020-03-17,Greenland,1,0
2020-03-17,Guadeloupe,18,0
2020-03-17,Guam,3,0
2020-03-17,Guatemala,6,1
2020-03-17,Guernsey,0,0
2020-03-17,Guinea,1,0
2020-03-17,Guyana,7,1
2020-03-17,Holy See,1,0
2020-03-17,Honduras,8,0
2020-03-17,Hungary,50,1
2020-03-17,Iceland,220,1
2020-03-17,India,142,3
2020-03-17,Indonesia,172,5
2020-03-17,Iran,16169,988
2020-03-17,Iraq,154,11
2020-03-17,Ireland,223,2
2020-03-17,Israel,337,0
2020-03-17,Italy,31506,2503
2020-03-17,Jamaica,12,0
2020-03-17,Japan,878,29
2020-03-17,Jersey,0,0
2020-03-17,Jordan,34,0
2020-03-17,Kazakhstan,33,0
2020-03-17,Kenya,3,0
2020-03-17,South Korea,8320,81
2020-03-17,Kosovo,2,0
2020-03-17,Kuwait,130,0
2020-03-17,Latvia,49,0
2020-03-17,Lebanon,120,3
2020-03-17,Liberia,1,0
2020-03-17,Liechtenstein,7,0
2020-03-17,Lithuania,25,0
2020-03-17,Luxembourg,140,1
2020-03-17,Malaysia,673,2
2020-03-17,Maldives,13,0
2020-03-17,Malta,38,0
2020-03-17,Martinique,16,1
2020-03-17,Mauritania,1,0
2020-03-17,Mayotte,1,0
2020-03-17,Mexico,82,0
2020-03-17,Moldova,30,0
2020-03-17,Monaco,7,0
2020-03-17,Mongolia,5,0
2020-03-17,Montenegro,2,0
2020-03-17,Morocco,38,2
2020-03-17,Namibia,2,0
2020-03-17,Nepal,1,0
2020-03-17,Netherlands,1708,43
2020-03-17,New Zealand,12,0
2020-03-17,Nigeria,3,0
2020-03-17,North Macedonia,26,0
2020-03-17,Norway,1463,3
2020-03-17,Oman,24,0
2020-03-17,Pakistan,236,0
2020-03-17,Panama,69,1
2020-03-17,Paraguay,9,0
2020-03-17,Peru,117,0
2020-03-17,Philippines,187,12
2020-03-17,Poland,238,5
2020-03-17,Portugal,448,1
2020-03-17,Puerto Rico,0,0
2020-03-17,Qatar,439,0
2020-03-17,Reunion,9,0
2020-03-17,Romania,184,0
2020-03-17,Russia,114,0
2020-03-17,Rwanda,7,0
2020-03-17,Saint Lucia,2,0
2020-03-17,Saint Vincent and the Grenadines,1,0
2020-03-17,San Marino,109,7
2020-03-17,Saudi Arabia,171,0
2020-03-17,Senegal,26,0
2020-03-17,Serbia,65,0
2020-03-17,Seychelles,4,0
2020-03-17,Singapore,266,0
2020-03-17,Slovakia,72,0
2020-03-17,Slovenia,275,1
2020-03-17,Somalia,1,0
2020-03-17,South Africa,62,0
2020-03-17,Spain,11748,533
2020-03-17,Sri Lanka,44,0
2020-03-17,Sudan,1,1
2020-03-17,Suriname,1,0
2020-03-17,Sweden,1190,7
2020-03-17,Switzerland,2700,27
2020-03-17,Taiwan,77,1
2020-03-17,Tanzania,1,0
2020-03-17,Thailand,177,1
2020-03-17,Bahams,1,0
2020-03-17,Gambia,1,0
2020-03-17,Togo,1,0
2020-03-17,Trinidad and Tobago,5,0
2020-03-17,Tunisia,24,0
2020-03-17,Turkey,47,1
2020-03-17,United States of America,6421,108
2020-03-17,Ukraine,14,2
2020-03-17,United Arab Emirates,98,0
2020-03-17,United Kingdom,1960,56
2020-03-17,Uruguay,29,0
2020-03-17,Uzbekistan,10,0
2020-03-17,Venezuela,33,0
2020-03-17,Viet Nam,66,0
2020-03-17,Palestine,0,0
2020-03-17,Total,197168,7905
2020-03-18,Afghanistan,22,0
2020-03-18,Albania,59,2
2020-03-18,Algeria,74,7
2020-03-18,Andorra,39,0
2020-03-18,Antigua and Barbuda,1,0
2020-03-18,Argentina,79,2
2020-03-18,Armenia,84,0
2020-03-18,Aruba,4,0
2020-03-18,Australia,568,6
2020-03-18,Austria,1646,4
2020-03-18,Azerbaijan,28,1
2020-03-18,Bahrain,256,1
2020-03-18,Bangladesh,14,1
2020-03-18,Barbados,2,0
2020-03-18,Belarus,51,0
2020-03-18,Belgium,1486,14
2020-03-18,Benin,2,0
2020-03-18,Bhutan,1,0
2020-03-18,Bolivia,12,0
2020-03-18,Bosnia and Herzegovina,38,0
2020-03-18,Brazil,372,3
2020-03-18,Brunei,68,0
2020-03-18,Bulgaria,92,2
2020-03-18,Burkina Faso,20,1
2020-03-18,Cambodia,35,0
2020-03-18,Cameroon,10,0
2020-03-18,Canada,657,8
2020-03-18,Central African Republic,1,0
2020-03-18,Chile,238,0
2020-03-18,China,81102,3241
2020-03-18,Colombia,93,0
2020-03-18,Republic of the Congo,5,0
2020-03-18,Costa Rica,50,0
2020-03-18,Ivory Coast,6,0
2020-03-18,Croatia,81,0
2020-03-18,Cruise Ship,712,7
2020-03-18,Cuba,7,1
2020-03-18,Cyprus,49,0
2020-03-18,Czech Republic,464,0
2020-03-18,Denmark,1115,4
2020-03-18,Djibouti,1,0
2020-03-18,Dominican Republic,21,1
2020-03-18,Ecuador,111,2
2020-03-18,Egypt,196,6
2020-03-18,Equatorial Guinea,4,0
2020-03-18,Estonia,258,0
2020-03-18,Eswatini,1,0
2020-03-18,Ethiopia,6,0
2020-03-18,Finland,336,0
2020-03-18,France,9052,148
2020-03-18,French Guiana,11,0
2020-03-18,Gabon,1,0
2020-03-18,Gambia,1,0
2020-03-18,Georgia,38,0
2020-03-18,Germany,12327,28
2020-03-18,Ghana,7,0
2020-03-18,Greece,418,5
2020-03-18,Greenland,1,0
2020-03-18,Guadeloupe,27,0
2020-03-18,Guam,0,0
2020-03-18,Guatemala,6,1
2020-03-18,Guernsey,0,0
2020-03-18,Guinea,1,0
2020-03-18,Guyana,7,1
2020-03-18,Holy See,1,0
2020-03-18,Honduras,9,0
2020-03-18,Hungary,58,1
2020-03-18,Iceland,250,1
2020-03-18,India,156,3
2020-03-18,Indonesia,227,19
2020-03-18,Iran,17361,1135
2020-03-18,Iraq,164,12
2020-03-18,Ireland,292,2
2020-03-18,Israel,433,0
2020-03-18,Italy,35713,2978
2020-03-18,Jamaica,13,0
2020-03-18,Japan,889,29
2020-03-18,Jersey,0,0
2020-03-18,Jordan,52,0
2020-03-18,Kazakhstan,35,0
2020-03-18,Kenya,3,0
2020-03-18,South Korea,8413,84
2020-03-18,Kosovo,2,0
2020-03-18,Kuwait,142,0
2020-03-18,Kyrgyzstan,3,0
2020-03-18,Latvia,71,0
2020-03-18,Lebanon,133,3
2020-03-18,Liberia,2,0
2020-03-18,Liechtenstein,28,0
2020-03-18,Lithuania,27,0
2020-03-18,Luxembourg,203,2
2020-03-18,Malaysia,790,2
2020-03-18,Maldives,13,0
2020-03-18,Malta,38,0
2020-03-18,Martinique,19,1
2020-03-18,Mauritania,1,0
2020-03-18,Mauritius,3,0
2020-03-18,Mayotte,3,0
2020-03-18,Mexico,93,0
2020-03-18,Moldova,30,1
2020-03-18,Monaco,7,0
2020-03-18,Mongolia,6,0
2020-03-18,Montenegro,1,0
2020-03-18,Morocco,49,2
2020-03-18,Namibia,2,0
2020-03-18,Nepal,1,0
2020-03-18,Netherlands,2056,58
2020-03-18,New Zealand,20,0
2020-03-18,Nigeria,8,0
2020-03-18,North Macedonia,35,0
2020-03-18,Norway,1550,6
2020-03-18,Oman,39,0
2020-03-18,Pakistan,299,0
2020-03-18,Panama,86,1
2020-03-18,Paraguay,11,0
2020-03-18,Peru,145,0
2020-03-18,Philippines,202,19
2020-03-18,Poland,251,5
2020-03-18,Portugal,448,2
2020-03-18,Puerto Rico,0,0
2020-03-18,Qatar,452,0
2020-03-18,Reunion,12,0
2020-03-18,Romania,260,0
2020-03-18,Russia,147,0
2020-03-18,Rwanda,8,0
2020-03-18,Saint Lucia,2,0
2020-03-18,Saint Vincent and the Grenadines,1,0
2020-03-18,San Marino,119,11
2020-03-18,Saudi Arabia,171,0
2020-03-18,Senegal,31,0
2020-03-18,Serbia,83,0
2020-03-18,Seychelles,4,0
2020-03-18,Singapore,313,0
2020-03-18,Slovakia,105,1
2020-03-18,Slovenia,275,1
2020-03-18,Somalia,1,0
2020-03-18,South Africa,116,0
2020-03-18,Spain,13910,623
2020-03-18,Sri Lanka,51,0
2020-03-18,Sudan,2,1
2020-03-18,Suriname,1,0
2020-03-18,Sweden,1279,10
2020-03-18,Switzerland,3028,28
2020-03-18,Taiwan,100,1
2020-03-18,Tanzania,3,0
2020-03-18,Thailand,212,1
2020-03-18,Bahams,1,0
2020-03-18,Togo,1,0
2020-03-18,Trinidad and Tobago,7,0
2020-03-18,Tunisia,29,0
2020-03-18,Turkey,98,1
2020-03-18,United States of America,7786,118
2020-03-18,Ukraine,14,2
2020-03-18,United Arab Emirates,113,0
2020-03-18,United Kingdom,2642,72
2020-03-18,Uruguay,50,0
2020-03-18,Uzbekistan,15,0
2020-03-18,Venezuela,36,0
2020-03-18,Viet Nam,75,0
2020-03-18,Zambia,2,0
2020-03-18,Total,214915,8733
2020-03-19,Afghanistan,22,0
2020-03-19,Albania,64,2
2020-03-19,Algeria,87,9
2020-03-19,Andorra,53,0
2020-03-19,Antigua and Barbuda,1,0
2020-03-19,Argentina,97,3
2020-03-19,Armenia,115,0
2020-03-19,Aruba,4,0
2020-03-19,Australia,681,6
2020-03-19,Austria,2013,6
2020-03-19,Azerbaijan,44,1
2020-03-19,Bahams,3,0
2020-03-19,Bahrain,278,1
2020-03-19,Bangladesh,17,1
2020-03-19,Barbados,5,0
2020-03-19,Belarus,51,0
2020-03-19,Belgium,1795,21
2020-03-19,Benin,2,0
2020-03-19,Bhutan,1,0
2020-03-19,Bolivia,12,0
2020-03-19,Bosnia and Herzegovina,63,0
2020-03-19,Brazil,621,6
2020-03-19,Brunei,75,0
2020-03-19,Bulgaria,94,3
2020-03-19,Burkina Faso,33,1
2020-03-19,Cambodia,37,0
2020-03-19,Cameroon,13,0
2020-03-19,Canada,800,9
2020-03-19,Central African Republic,1,0
2020-03-19,Chad,1,0
2020-03-19,Chile,238,0
2020-03-19,China,81156,3249
2020-03-19,Colombia,102,0
2020-03-19,Republic of the Congo,17,0
2020-03-19,Costa Rica,69,1
2020-03-19,Ivory Coast,9,0
2020-03-19,Croatia,105,1
2020-03-19,Cruise Ship,712,7
2020-03-19,Cuba,11,1
2020-03-19,Cyprus,67,0
2020-03-19,Czech Republic,694,0
2020-03-19,Denmark,1225,6
2020-03-19,Djibouti,1,0
2020-03-19,Dominican Republic,34,2
2020-03-19,Ecuador,199,3
2020-03-19,Egypt,256,6
2020-03-19,El Salvador,1,0
2020-03-19,Equatorial Guinea,6,0
2020-03-19,Estonia,267,0
2020-03-19,Eswatini,1,0
2020-03-19,Ethiopia,6,0
2020-03-19,Fiji,1,0
2020-03-19,Finland,400,0
2020-03-19,France,10886,243
2020-03-19,French Guiana,11,0
2020-03-19,Gabon,1,0
2020-03-19,Gambia,1,0
2020-03-19,Georgia,40,0
2020-03-19,Germany,15320,44
2020-03-19,Ghana,11,0
2020-03-19,Greece,418,6
2020-03-19,Greenland,0,0
2020-03-19,Guadeloupe,33,0
2020-03-19,Guam,0,0
2020-03-19,Guatemala,9,1
2020-03-19,Guernsey,0,0
2020-03-19,Guinea,1,0
2020-03-19,Guyana,7,1
2020-03-19,Holy See,1,0
2020-03-19,Honduras,12,0
2020-03-19,Hungary,73,1
2020-03-19,Iceland,330,1
2020-03-19,India,194,4
2020-03-19,Indonesia,311,25
2020-03-19,Iran,18407,1284
2020-03-19,Iraq,192,13
2020-03-19,Ireland,557,3
2020-03-19,Israel,677,0
2020-03-19,Italy,41035,3405
2020-03-19,Jamaica,15,1
2020-03-19,Japan,924,29
2020-03-19,Jersey,0,0
2020-03-19,Jordan,69,0
2020-03-19,Kazakhstan,44,0
2020-03-19,Kenya,7,0
2020-03-19,South Korea,8565,91
2020-03-19,Kosovo,2,0
2020-03-19,Kuwait,148,0
2020-03-19,Kyrgyzstan,3,0
2020-03-19,Latvia,86,0
2020-03-19,Lebanon,157,4
2020-03-19,Liberia,2,0
2020-03-19,Liechtenstein,28,0
2020-03-19,Lithuania,36,0
2020-03-19,Luxembourg,335,4
2020-03-19,Malaysia,900,2
2020-03-19,Maldives,13,0
2020-03-19,Malta,53,0
2020-03-19,Martinique,23,1
2020-03-19,Mauritania,2,0
2020-03-19,Mauritius,3,0
2020-03-19,Mayotte,3,0
2020-03-19,Mexico,118,1
2020-03-19,Moldova,49,1
2020-03-19,Monaco,7,0
2020-03-19,Mongolia,6,0
2020-03-19,Montenegro,3,0
2020-03-19,Morocco,63,2
2020-03-19,Namibia,3,0
2020-03-19,Nepal,1,0
2020-03-19,Netherlands,2465,77
2020-03-19,New Zealand,28,0
2020-03-19,Nicaragua,1,0
2020-03-19,Nigeria,8,0
2020-03-19,North Macedonia,48,0
2020-03-19,Norway,1746,7
2020-03-19,Oman,48,0
2020-03-19,Pakistan,454,2
2020-03-19,Panama,109,1
2020-03-19,Paraguay,11,0
2020-03-19,Peru,234,0
2020-03-19,Philippines,217,17
2020-03-19,Poland,355,5
2020-03-19,Portugal,785,3
2020-03-19,Puerto Rico,0,0
2020-03-19,Qatar,460,0
2020-03-19,Reunion,14,0
2020-03-19,Romania,277,0
2020-03-19,Russia,199,1
2020-03-19,Rwanda,8,0
2020-03-19,Saint Lucia,2,0
2020-03-19,Saint Vincent and the Grenadines,1,0
2020-03-19,San Marino,119,11
2020-03-19,Saudi Arabia,274,0
2020-03-19,Senegal,31,0
2020-03-19,Serbia,103,0
2020-03-19,Seychelles,6,0
2020-03-19,Singapore,345,0
2020-03-19,Slovakia,123,1
2020-03-19,Slovenia,286,1
2020-03-19,Somalia,1,0
2020-03-19,South Africa,150,0
2020-03-19,Spain,17963,830
2020-03-19,Sri Lanka,60,0
2020-03-19,Sudan,2,1
2020-03-19,Suriname,1,0
2020-03-19,Sweden,1439,11
2020-03-19,Switzerland,4075,41
2020-03-19,Taiwan,108,1
2020-03-19,Tanzania,6,0
2020-03-19,Thailand,272,1
2020-03-19,Togo,1,0
2020-03-19,Trinidad and Tobago,9,0
2020-03-19,Tunisia,39,1
2020-03-19,Turkey,192,3
2020-03-19,United States of America,13680,200
2020-03-19,Ukraine,16,2
2020-03-19,United Arab Emirates,140,0
2020-03-19,United Kingdom,2716,138
2020-03-19,Uruguay,79,0
2020-03-19,Uzbekistan,23,0
2020-03-19,Venezuela,42,0
2020-03-19,Viet Nam,85,0
2020-03-19,Zambia,2,0
2020-03-19,Total,242713,9867
2020-03-20,Afghanistan,24,0
2020-03-20,Albania,70,2
2020-03-20,Algeria,90,11
2020-03-20,Andorra,75,0
2020-03-20,Angola,1,0
2020-03-20,Antigua and Barbuda,1,0
2020-03-20,Argentina,128,3
2020-03-20,Armenia,136,0
2020-03-20,Australia,791,7
2020-03-20,Austria,2388,6
2020-03-20,Azerbaijan,44,1
2020-03-20,Bahams,3,0
2020-03-20,Bahrain,285,1
2020-03-20,Bangladesh,20,1
2020-03-20,Barbados,5,0
2020-03-20,Belarus,69,0
2020-03-20,Belgium,2257,37
2020-03-20,Benin,2,0
2020-03-20,Bhutan,2,0
2020-03-20,Bolivia,15,0
2020-03-20,Bosnia and Herzegovina,89,0
2020-03-20,Brazil,793,11
2020-03-20,Brunei,78,0
2020-03-20,Bulgaria,127,3
2020-03-20,Burkina Faso,40,1
2020-03-20,Cape Verde,1,0
2020-03-20,Cambodia,51,0
2020-03-20,Cameroon,20,0
2020-03-20,Canada,943,12
2020-03-20,Central African Republic,3,0
2020-03-20,Chad,1,0
2020-03-20,Chile,434,0
2020-03-20,China,81250,3253
2020-03-20,Colombia,128,0
2020-03-20,Republic of the Congo,21,0
2020-03-20,Costa Rica,89,1
2020-03-20,Ivory Coast,9,0
2020-03-20,Croatia,128,1
2020-03-20,Cruise Ship,712,7
2020-03-20,Cuba,16,1
2020-03-20,Cyprus,67,0
2020-03-20,Czech Republic,833,0
2020-03-20,Denmark,1337,9
2020-03-20,Djibouti,1,0
2020-03-20,Dominican Republic,72,2
2020-03-20,Ecuador,367,5
2020-03-20,Egypt,285,8
2020-03-20,El Salvador,1,0
2020-03-20,Equatorial Guinea,6,0
2020-03-20,Estonia,283,0
2020-03-20,Eswatini,1,0
2020-03-20,Ethiopia,9,0
2020-03-20,Fiji,1,0
2020-03-20,Finland,450,0
2020-03-20,France,12632,450
2020-03-20,French Guiana,15,0
2020-03-20,Gabon,3,1
2020-03-20,Gambia,1,0
2020-03-20,Georgia,43,0
2020-03-20,Germany,19848,67
2020-03-20,Ghana,16,0
2020-03-20,Greece,495,6
2020-03-20,Greenland,0,0
2020-03-20,Guadeloupe,45,0
2020-03-20,Guam,0,0
2020-03-20,Guatemala,12,1
2020-03-20,Guernsey,0,0
2020-03-20,Guinea,1,0
2020-03-20,Guyana,7,1
2020-03-20,Haiti,2,0
2020-03-20,Holy See,1,0
2020-03-20,Honduras,24,0
2020-03-20,Hungary,85,3
2020-03-20,Iceland,409,0
2020-03-20,India,244,5
2020-03-20,Indonesia,369,32
2020-03-20,Iran,19644,1433
2020-03-20,Iraq,208,17
2020-03-20,Ireland,683,3
2020-03-20,Israel,705,0
2020-03-20,Italy,47021,4032
2020-03-20,Jamaica,16,1
2020-03-20,Japan,963,33
2020-03-20,Jersey,0,0
2020-03-20,Jordan,85,0
2020-03-20,Kazakhstan,49,3
2020-03-20,Kenya,7,0
2020-03-20,South Korea,8652,94
2020-03-20,Kosovo,2,0
2020-03-20,Kuwait,159,0
2020-03-20,Kyrgyzstan,6,0
2020-03-20,Latvia,111,0
2020-03-20,Lebanon,163,4
2020-03-20,Liberia,2,0
2020-03-20,Liechtenstein,28,0
2020-03-20,Lithuania,49,0
2020-03-20,Luxembourg,484,4
2020-03-20,Madagascar,3,0
2020-03-20,Malaysia,1030,3
2020-03-20,Maldives,13,0
2020-03-20,Malta,64,0
2020-03-20,Martinique,32,1
2020-03-20,Mauritania,2,0
2020-03-20,Mauritius,12,0
2020-03-20,Mayotte,6,0
2020-03-20,Mexico,164,1
2020-03-20,Moldova,66,1
2020-03-20,Monaco,11,0
2020-03-20,Mongolia,6,0
2020-03-20,Montenegro,14,0
2020-03-20,Morocco,77,3
2020-03-20,Namibia,3,0
2020-03-20,Nepal,1,0
2020-03-20,Netherlands,3003,107
2020-03-20,New Zealand,39,0
2020-03-20,Nicaragua,1,0
2020-03-20,Niger,1,0
2020-03-20,Nigeria,12,0
2020-03-20,North Macedonia,67,0
2020-03-20,Norway,1914,7
2020-03-20,Oman,48,0
2020-03-20,Pakistan,501,3
2020-03-20,Panama,137,1
2020-03-20,Papua New Guinea,1,0
2020-03-20,Paraguay,13,0
2020-03-20,Peru,234,3
2020-03-20,Philippines,230,18
2020-03-20,Poland,425,5
2020-03-20,Portugal,1020,6
2020-03-20,Puerto Rico,0,0
2020-03-20,Qatar,470,0
2020-03-20,Reunion,28,0
2020-03-20,Romania,308,0
2020-03-20,Russia,253,1
2020-03-20,Rwanda,17,0
2020-03-20,Saint Lucia,2,0
2020-03-20,Saint Vincent and the Grenadines,1,0
2020-03-20,San Marino,144,14
2020-03-20,Saudi Arabia,344,0
2020-03-20,Senegal,38,0
2020-03-20,Serbia,135,1
2020-03-20,Seychelles,7,0
2020-03-20,Singapore,385,0
2020-03-20,Slovakia,137,1
2020-03-20,Slovenia,341,1
2020-03-20,Somalia,1,0
2020-03-20,South Africa,202,0
2020-03-20,Spain,20410,1043
2020-03-20,Sri Lanka,73,0
2020-03-20,Sudan,2,1
2020-03-20,Suriname,4,0
2020-03-20,Sweden,1639,16
2020-03-20,Switzerland,5294,54
2020-03-20,Taiwan,135,2
2020-03-20,Tanzania,6,0
2020-03-20,Thailand,322,1
