Date,Country,Cases,Deaths
5/31/2003,Philippines,12,2
5/31/2003,Republic of Ireland,1,0
5/31/2003,Republic of Korea,3,0
5/31/2003,Romania,1,0
5/31/2003,Russian Federation,1,0
5/31/2003,Singapore,206,31
5/31/2003,South Africa,1,1
5/31/2003,Spain,1,0
5/31/2003,Sweden,3,0
5/31/2003,Switzerland,1,0
5/31/2003,Thailand,8,2
5/31/2003,United Kingdom,4,0
5/31/2003,United States,66,0
5/31/2003,Viet Nam,63,5
5/31/2003,Total,8360,764
6/1/2003,Australia,5,0
6/1/2003,Brazil,3,0
6/1/2003,Canada,230,32
6/1/2003,China,5329,343
6/1/2003,Hong Kong,1754,290
6/1/2003,China,1,0
6/1/2003,Taiwan,687,81
6/1/2003,Colombia,1,0
6/1/2003,Finland,1,0
6/1/2003,France,7,0
6/1/2003,Germany,10,0
6/1/2003,India,3,0
6/1/2003,Indonesia,2,0
6/1/2003,Italy,9,0
6/1/2003,Kuwait,1,0
6/1/2003,Malaysia,5,2
6/1/2003,Mongolia,9,0
6/1/2003,New Zealand,1,0
6/1/2003,Philippines,12,2
6/1/2003,Republic of Ireland,1,0
6/1/2003,Republic of Korea,3,0
6/1/2003,Romania,1,0
6/1/2003,Russian Federation,1,0
6/1/2003,Singapore,206,31
6/1/2003,South Africa,1,1
6/1/2003,Spain,1,0
6/1/2003,Sweden,3,0
6/1/2003,Switzerland,1,0
6/1/2003,Thailand,9,2
6/1/2003,United Kingdom,4,0
6/1/2003,United States,71,0
6/1/2003,Viet Nam,63,5
6/1/2003,Total,8435,789
6/2/2003,Australia,5,0
6/2/2003,Brazil,2,0
6/2/2003,Canada,198,30
6/2/2003,China,5328,334
6/2/2003,Hong Kong,1746,282
6/2/2003,China,1,0
6/2/2003,Taiwan,684,81
6/2/2003,Colombia,1,0
6/2/2003,Finland,1,0
6/2/2003,France,7,0
6/2/2003,Germany,10,0
6/2/2003,India,3,0
6/2/2003,Indonesia,2,0
6/2/2003,Italy,9,0
6/2/2003,Kuwait,1,0
6/2/2003,Malaysia,5,2
6/2/2003,Mongolia,9,0
6/2/2003,New Zealand,1,0
6/2/2003,Philippines,12,2
6/2/2003,Republic of Ireland,1,0
6/2/2003,Republic of Korea,3,0
6/2/2003,Romania,1,0
6/2/2003,Russian Federation,1,0
6/2/2003,Singapore,206,31
6/2/2003,South Africa,1,1
6/2/2003,Spain,1,0
6/2/2003,Sweden,3,0
6/2/2003,Switzerland,1,0
6/2/2003,Thailand,8,2
6/2/2003,United Kingdom,4,0
6/2/2003,United States,66,0
6/2/2003,Viet Nam,63,5
6/2/2003,Total,8384,770
6/3/2003,Australia,5,0
6/3/2003,Brazil,2,0
6/3/2003,Canada,213,31
6/3/2003,China,5329,334
6/3/2003,Hong Kong,1747,283
6/3/2003,China,1,0
6/3/2003,Taiwan,679,81
6/3/2003,Colombia,1,0
6/3/2003,Finland,1,0
6/3/2003,France,7,0
6/3/2003,Germany,10,0
6/3/2003,India,3,0
6/3/2003,Indonesia,2,0
6/3/2003,Italy,9,0
6/3/2003,Kuwait,1,0
6/3/2003,Malaysia,5,2
6/3/2003,Mongolia,9,0
6/3/2003,New Zealand,1,0
6/3/2003,Philippines,12,2
6/3/2003,Republic of Ireland,1,0
6/3/2003,Republic of Korea,3,0
6/3/2003,Romania,1,0
6/3/2003,Russian Federation,1,0
6/3/2003,Singapore,206,31
6/3/2003,South Africa,1,1
6/3/2003,Spain,1,0
6/3/2003,Sweden,3,0
6/3/2003,Switzerland,1,0
6/3/2003,Thailand,8,2
6/3/2003,United Kingdom,4,0
6/3/2003,United States,68,0
6/3/2003,Viet Nam,63,5
6/3/2003,Total,8398,772
6/4/2003,Australia,5,0
6/4/2003,Brazil,2,0
6/4/2003,Canada,216,31
6/4/2003,China,5329,334
6/4/2003,Hong Kong,1748,283
6/4/2003,China,1,0
6/4/2003,Taiwan,678,81
6/4/2003,Colombia,1,0
6/4/2003,Finland,1,0
6/4/2003,France,7,0
6/4/2003,Germany,10,0
6/4/2003,India,3,0
6/4/2003,Indonesia,2,0
6/4/2003,Italy,9,0
6/4/2003,Kuwait,1,0
6/4/2003,Malaysia,5,2
6/4/2003,Mongolia,9,0
6/4/2003,New Zealand,1,0
6/4/2003,Philippines,12,2
6/4/2003,Republic of Ireland,1,0
6/4/2003,Republic of Korea,3,0
6/4/2003,Romania,1,0
6/4/2003,Russian Federation,1,0
6/4/2003,Singapore,206,31
6/4/2003,South Africa,1,1
6/4/2003,Spain,1,0
6/4/2003,Sweden,3,0
6/4/2003,Switzerland,1,0
6/4/2003,Thailand,8,2
6/4/2003,United Kingdom,4,0
6/4/2003,United States,69,0
6/4/2003,Viet Nam,63,5
6/4/2003,Total,8402,772
6/5/2003,Australia,5,0
6/5/2003,Brazil,2,0
6/5/2003,Canada,218,31
6/5/2003,China,5329,336
6/5/2003,Hong Kong,1748,284
6/5/2003,China,1,0
6/5/2003,Taiwan,677,81
6/5/2003,Colombia,1,0
6/5/2003,Finland,1,0
6/5/2003,France,7,0
6/5/2003,Germany,10,0
6/5/2003,India,3,0
6/5/2003,Indonesia,2,0
6/5/2003,Italy,9,0
6/5/2003,Kuwait,1,0
6/5/2003,Malaysia,5,2
6/5/2003,Mongolia,9,0
6/5/2003,New Zealand,1,0
6/5/2003,Philippines,12,2
6/5/2003,Republic of Ireland,1,0
6/5/2003,Republic of Korea,3,0
6/5/2003,Romania,1,0
6/5/2003,Russian Federation,1,0
6/5/2003,Singapore,206,31
6/5/2003,South Africa,1,1
6/5/2003,Spain,1,0
6/5/2003,Sweden,3,0
6/5/2003,Switzerland,1,0
6/5/2003,Thailand,8,2
6/5/2003,United Kingdom,4,0
6/5/2003,United States,69,0
6/5/2003,Viet Nam,63,5
6/5/2003,Total,8403,775
6/6/2003,Australia,5,0
6/6/2003,Brazil,2,0
6/6/2003,Canada,219,31
6/6/2003,China,5329,338
6/6/2003,Hong Kong,1750,286
6/6/2003,China,1,0
6/6/2003,Taiwan,676,81
6/6/2003,Colombia,1,0
6/6/2003,Finland,1,0
6/6/2003,France,7,0
6/6/2003,Germany,10,0
6/6/2003,India,3,0
6/6/2003,Indonesia,2,0
6/6/2003,Italy,9,0
6/6/2003,Kuwait,1,0
6/6/2003,Malaysia,5,2
6/6/2003,Mongolia,9,0
6/6/2003,New Zealand,1,0
6/6/2003,Philippines,12,2
6/6/2003,Republic of Ireland,1,0
6/6/2003,Republic of Korea,3,0
6/6/2003,Romania,1,0
6/6/2003,Russian Federation,1,0
6/6/2003,Singapore,206,31
6/6/2003,South Africa,1,1
6/6/2003,Spain,1,0
6/6/2003,Sweden,3,0
6/6/2003,Switzerland,1,0
6/6/2003,Thailand,8,2
6/6/2003,United Kingdom,4,0
6/6/2003,United States,68,0
6/6/2003,Viet Nam,63,5
6/6/2003,Total,8404,779
6/7/2003,Australia,5,0
6/7/2003,Brazil,3,0
6/7/2003,Canada,247,32
6/7/2003,China,5326,346
6/7/2003,Hong Kong,1755,295
6/7/2003,China,1,0
6/7/2003,Taiwan,697,83
6/7/2003,Colombia,1,0
6/7/2003,Finland,1,0
6/7/2003,France,7,0
6/7/2003,Germany,10,0
6/7/2003,India,3,0
6/7/2003,Indonesia,2,0
6/7/2003,Italy,9,0
6/7/2003,Kuwait,1,0
6/7/2003,Malaysia,5,2
6/7/2003,Mongolia,9,0
6/7/2003,New Zealand,1,0
6/7/2003,Philippines,14,2
6/7/2003,Republic of Ireland,1,0
6/7/2003,Republic of Korea,3,0
6/7/2003,Romania,1,0
6/7/2003,Russian Federation,1,0
6/7/2003,Singapore,206,31
6/7/2003,South Africa,1,1
6/7/2003,Spain,1,0
6/7/2003,Sweden,3,0
6/7/2003,Switzerland,1,0
6/7/2003,Thailand,9,2
6/7/2003,United Kingdom,4,0
6/7/2003,United States,73,0
6/7/2003,Viet Nam,63,5
6/7/2003,Total,8464,799
6/8/2003,Australia,5,0
6/8/2003,Brazil,3,0
6/8/2003,Canada,246,33
6/8/2003,China,5326,347
6/8/2003,Hong Kong,1755,295
6/8/2003,China,1,0
6/8/2003,Taiwan,697,83
6/8/2003,Colombia,1,0
6/8/2003,Finland,1,0
6/8/2003,France,7,0
6/8/2003,Germany,10,0
6/8/2003,India,3,0
6/8/2003,Indonesia,2,0
6/8/2003,Italy,9,0
6/8/2003,Kuwait,1,0
6/8/2003,Malaysia,5,2
6/8/2003,Mongolia,9,0
6/8/2003,New Zealand,1,0
6/8/2003,Philippines,14,2
6/8/2003,Republic of Ireland,1,0
6/8/2003,Republic of Korea,3,0
6/8/2003,Romania,1,0
6/8/2003,Russian Federation,1,0
6/8/2003,Singapore,206,31
6/8/2003,South Africa,1,1
6/8/2003,Spain,1,0
6/8/2003,Sweden,3,0
6/8/2003,Switzerland,1,0
6/8/2003,Thailand,9,2
6/8/2003,United Kingdom,4,0
6/8/2003,United States,75,0
6/8/2003,Viet Nam,63,5
6/8/2003,Total,8465,801
6/9/2003,Australia,50,0
6/9/2003,Brazil,20,0
6/9/2003,Canada,2290,320
6/9/2003,China,53280,3400
6/9/2003,Hong Kong,17530,2880
6/9/2003,China,10,0
6/9/2003,Taiwan,6800,810
6/9/2003,Colombia,10,0
6/9/2003,Finland,10,0
6/9/2003,France,70,0
6/9/2003,Germany,100,0
6/9/2003,India,30,0
6/9/2003,Indonesia,20,0
6/9/2003,Italy,90,0
6/9/2003,Kuwait,10,0
6/9/2003,Malaysia,50,20
6/9/2003,Mongolia,90,0
6/9/2003,New Zealand,10,0
6/9/2003,Philippines,120,20
6/9/2003,Republic of Ireland,10,0
6/9/2003,Republic of Korea,30,0
6/9/2003,Romania,10,0
6/9/2003,Russian Federation,10,0
6/9/2003,Singapore,2060,310
6/9/2003,South Africa,10,10
6/9/2003,Spain,10,0
6/9/2003,Sweden,30,0
6/9/2003,Switzerland,10,0
6/9/2003,Thailand,90,20
6/9/2003,United Kingdom,40,0
6/9/2003,United States,680,0
6/9/2003,Viet Nam,630,50
6/9/2003,Total,84210,7840
6/10/2003,Australia,5,0
6/10/2003,Brazil,3,0
6/10/2003,Canada,229,32
6/10/2003,China,5328,343
6/10/2003,Hong Kong,1754,290
6/10/2003,China,1,0
6/10/2003,Taiwan,686,81
6/10/2003,Colombia,1,0
6/10/2003,Finland,1,0
6/10/2003,France,7,0
6/10/2003,Germany,10,0
6/10/2003,India,3,0
6/10/2003,Indonesia,2,0
6/10/2003,Italy,9,0
6/10/2003,Kuwait,1,0
6/10/2003,Malaysia,5,2
6/10/2003,Mongolia,9,0
6/10/2003,New Zealand,1,0
6/10/2003,Philippines,12,2
6/10/2003,Republic of Ireland,1,0
6/10/2003,Republic of Korea,3,0
6/10/2003,Romania,1,0
6/10/2003,Russian Federation,1,0
6/10/2003,Singapore,206,31
6/10/2003,South Africa,1,1
6/10/2003,Spain,1,0
6/10/2003,Sweden,3,0
6/10/2003,Switzerland,1,0
6/10/2003,Thailand,9,2
6/10/2003,United Kingdom,4,0
6/10/2003,United States,69,0
6/10/2003,Viet Nam,63,5
6/10/2003,Total,8430,789
6/11/2003,Australia,5,0
6/11/2003,Brazil,3,0
6/11/2003,Canada,230,32
6/11/2003,China,5329,343
6/11/2003,Hong Kong,1754,290
6/11/2003,China,1,0
6/11/2003,Taiwan,687,81
6/11/2003,Colombia,1,0
6/11/2003,Finland,1,0
6/11/2003,France,7,0
6/11/2003,Germany,10,0
6/11/2003,India,3,0
6/11/2003,Indonesia,2,0
6/11/2003,Italy,9,0
6/11/2003,Kuwait,1,0
6/11/2003,Malaysia,5,2
6/11/2003,Mongolia,9,0
6/11/2003,New Zealand,1,0
6/11/2003,Philippines,12,2
6/11/2003,Republic of Ireland,1,0
6/11/2003,Republic of Korea,3,0
6/11/2003,Romania,1,0
6/11/2003,Russian Federation,1,0
6/11/2003,Singapore,206,31
6/11/2003,South Africa,1,1
6/11/2003,Spain,1,0
6/11/2003,Sweden,3,0
6/11/2003,Switzerland,1,0
6/11/2003,Thailand,9,2
6/11/2003,United Kingdom,4,0
6/11/2003,United States,71,0
6/11/2003,Viet Nam,63,5
6/11/2003,Total,8435,789
6/12/2003,Australia,5,0
6/12/2003,Brazil,3,0
6/12/2003,Canada,238,32
6/12/2003,China,5328,343
6/12/2003,Hong Kong,1755,291
6/12/2003,China,1,0
6/12/2003,Taiwan,688,81
6/12/2003,Colombia,1,0
6/12/2003,Finland,1,0
6/12/2003,France,7,0
6/12/2003,Germany,10,0
6/12/2003,India,3,0
6/12/2003,Indonesia,2,0
6/12/2003,Italy,9,0
6/12/2003,Kuwait,1,0
6/12/2003,Malaysia,5,2
6/12/2003,Mongolia,9,0
6/12/2003,New Zealand,1,0
6/12/2003,Philippines,14,2
6/12/2003,Republic of Ireland,1,0
6/12/2003,Republic of Korea,3,0
6/12/2003,Romania,1,0
6/12/2003,Russian Federation,1,0
6/12/2003,Singapore,206,31
6/12/2003,South Africa,1,1
6/12/2003,Spain,1,0
6/12/2003,Sweden,3,0
6/12/2003,Switzerland,1,0
6/12/2003,Thailand,9,2
6/12/2003,United Kingdom,4,0
6/12/2003,United States,70,0
6/12/2003,Viet Nam,63,5
6/12/2003,Total,8445,790
6/13/2003,Australia,5,0
6/13/2003,Brazil,3,0
6/13/2003,Canada,242,32
6/13/2003,China,5327,343
6/13/2003,Hong Kong,1755,293
6/13/2003,China,1,0
6/13/2003,Taiwan,693,81
6/13/2003,Colombia,1,0
6/13/2003,Finland,1,0
6/13/2003,France,7,0
6/13/2003,Germany,10,0
6/13/2003,India,3,0
6/13/2003,Indonesia,2,0
6/13/2003,Italy,9,0
6/13/2003,Kuwait,1,0
6/13/2003,Malaysia,5,2
6/13/2003,Mongolia,9,0
6/13/2003,New Zealand,1,0
6/13/2003,Philippines,14,2
6/13/2003,Republic of Ireland,1,0
6/13/2003,Republic of Korea,3,0
6/13/2003,Romania,1,0
6/13/2003,Russian Federation,1,0
6/13/2003,Singapore,206,31
6/13/2003,South Africa,1,1
6/13/2003,Spain,1,0
6/13/2003,Sweden,3,0
6/13/2003,Switzerland,1,0
6/13/2003,Thailand,9,2
6/13/2003,United Kingdom,4,0
6/13/2003,United States,71,0
6/13/2003,Viet Nam,63,5
6/13/2003,Total,8454,792
6/16/2003,Australia,5,0
6/16/2003,Brazil,3,0
6/16/2003,Canada,243,32
6/16/2003,China,5326,346
6/16/2003,Hong Kong,1755,295
6/16/2003,China,1,0
6/16/2003,Taiwan,698,83
6/16/2003,Colombia,1,0
6/16/2003,Finland,1,0
6/16/2003,France,7,0
6/16/2003,Germany,10,0
6/16/2003,India,3,0
6/16/2003,Indonesia,2,0
6/16/2003,Italy,9,0
6/16/2003,Kuwait,1,0
6/16/2003,Malaysia,5,2
6/16/2003,Mongolia,9,0
6/16/2003,New Zealand,1,0
6/16/2003,Philippines,14,2
6/16/2003,Republic of Ireland,1,0
6/16/2003,Republic of Korea,3,0
6/16/2003,Romania,1,0
6/16/2003,Russian Federation,1,0
6/16/2003,Singapore,206,31
6/16/2003,South Africa,1,1
6/16/2003,Spain,1,0
6/16/2003,Sweden,3,0
6/16/2003,Switzerland,1,0
6/16/2003,Thailand,9,2
6/16/2003,United Kingdom,4,0
6/16/2003,United States,72,0
6/16/2003,Viet Nam,63,5
6/16/2003,Total,8460,799
6/17/2003,Australia,5,0
6/17/2003,Brazil,3,0
6/17/2003,Canada,247,32
6/17/2003,China,5326,346
6/17/2003,Hong Kong,1755,295
6/17/2003,China,1,0
6/17/2003,Taiwan,697,83
6/17/2003,Colombia,1,0
6/17/2003,Finland,1,0
6/17/2003,France,7,0
6/17/2003,Germany,10,0
6/17/2003,India,3,0
6/17/2003,Indonesia,2,0
6/17/2003,Italy,9,0
6/17/2003,Kuwait,1,0
6/17/2003,Malaysia,5,2
6/17/2003,Mongolia,9,0
6/17/2003,New Zealand,1,0
6/17/2003,Philippines,14,2
6/17/2003,Republic of Ireland,1,0
6/17/2003,Republic of Korea,3,0
6/17/2003,Romania,1,0
6/17/2003,Russian Federation,1,0
6/17/2003,Singapore,206,31
6/17/2003,South Africa,1,1
6/17/2003,Spain,1,0
6/17/2003,Sweden,3,0
6/17/2003,Switzerland,1,0
6/17/2003,Thailand,9,2
6/17/2003,United Kingdom,4,0
6/17/2003,United States,73,0
6/17/2003,Viet Nam,63,5
6/17/2003,Total,8464,799
6/18/2003,Australia,5,0
6/18/2003,Brazil,3,0
6/18/2003,Canada,246,33
6/18/2003,China,5326,347
6/18/2003,Hong Kong,1755,295
6/18/2003,China,1,0
6/18/2003,Taiwan,697,83
6/18/2003,Colombia,1,0
6/18/2003,Finland,1,0
6/18/2003,France,7,0
6/18/2003,Germany,10,0
6/18/2003,India,3,0
6/18/2003,Indonesia,2,0
6/18/2003,Italy,9,0
6/18/2003,Kuwait,1,0
6/18/2003,Malaysia,5,2
6/18/2003,Mongolia,9,0
6/18/2003,New Zealand,1,0
6/18/2003,Philippines,14,2
6/18/2003,Republic of Ireland,1,0
6/18/2003,Republic of Korea,3,0
6/18/2003,Romania,1,0
6/18/2003,Russian Federation,1,0
6/18/2003,Singapore,206,31
6/18/2003,South Africa,1,1
6/18/2003,Spain,1,0
6/18/2003,Sweden,3,0
6/18/2003,Switzerland,1,0
6/18/2003,Thailand,9,2
6/18/2003,United Kingdom,4,0
6/18/2003,United States,75,0
6/18/2003,Viet Nam,63,5
6/18/2003,Total,8465,801
6/19/2003,Australia,5,0
6/19/2003,Brazil,3,0
6/19/2003,Canada,245,34
6/19/2003,China,5326,347
6/19/2003,Hong Kong,1755,296
6/19/2003,China,1,0
6/19/2003,Taiwan,695,84
6/19/2003,Colombia,1,0
6/19/2003,Finland,1,0
6/19/2003,France,7,0
6/19/2003,Germany,10,0
6/19/2003,India,3,0
6/19/2003,Indonesia,2,0
6/19/2003,Italy,9,0
6/19/2003,Kuwait,1,0
6/19/2003,Malaysia,5,2
6/19/2003,Mongolia,9,0
6/19/2003,New Zealand,1,0
6/19/2003,Philippines,14,2
6/19/2003,Republic of Ireland,1,0
6/19/2003,Republic of Korea,3,0
6/19/2003,Romania,1,0
6/19/2003,Russian Federation,1,0
6/19/2003,Singapore,206,31
6/19/2003,South Africa,1,1
6/19/2003,Spain,1,0
6/19/2003,Sweden,3,0
6/19/2003,Switzerland,1,0
6/19/2003,Thailand,9,2
6/19/2003,United Kingdom,4,0
6/19/2003,United States,75,0
6/19/2003,Viet Nam,63,5
6/19/2003,Total,8462,804
6/20/2003,Australia,5,0
6/20/2003,Brazil,3,0
6/20/2003,Canada,245,34
6/20/2003,China,5326,347
6/20/2003,Hong Kong,1755,296
6/20/2003,China,1,0
6/20/2003,Taiwan,695,84
6/20/2003,Colombia,1,0
6/20/2003,Finland,1,0
6/20/2003,France,7,0
6/20/2003,Germany,10,0
6/20/2003,India,3,0
6/20/2003,Indonesia,2,0
6/20/2003,Italy,9,0
6/20/2003,Kuwait,1,0
6/20/2003,Malaysia,5,2
6/20/2003,Mongolia,9,0
6/20/2003,New Zealand,1,0
6/20/2003,Philippines,14,2
6/20/2003,Republic of Ireland,1,0
6/20/2003,Republic of Korea,3,0
6/20/2003,Romania,1,0
6/20/2003,Russian Federation,1,0
6/20/2003,Singapore,206,31
6/20/2003,South Africa,1,1
6/20/2003,Spain,1,0
6/20/2003,Sweden,3,0
6/20/2003,Switzerland,1,0
6/20/2003,Thailand,9,2
6/20/2003,United Kingdom,4,0
6/20/2003,United States,74,0
6/20/2003,Viet Nam,63,5
6/20/2003,Total,8461,804
6/23/2003,Australia,5,0
6/23/2003,Brazil,3,0
6/23/2003,Canada,246,35
6/23/2003,China,5326,347
6/23/2003,Hong Kong,1755,296
6/23/2003,China,1,0
6/23/2003,Taiwan,692,84
6/23/2003,Colombia,1,0
6/23/2003,Finland,1,0
6/23/2003,France,7,0
6/23/2003,Germany,10,0
6/23/2003,India,3,0
6/23/2003,Indonesia,2,0
6/23/2003,Italy,9,0
6/23/2003,Kuwait,1,0
6/23/2003,Malaysia,5,2
6/23/2003,Mongolia,9,0
6/23/2003,New Zealand,1,0
6/23/2003,Philippines,14,2
6/23/2003,Republic of Ireland,1,0
6/23/2003,Republic of Korea,3,0
6/23/2003,Romania,1,0
6/23/2003,Russian Federation,1,0
6/23/2003,Singapore,206,31
6/23/2003,South Africa,1,1
6/23/2003,Spain,1,0
6/23/2003,Sweden,3,0
6/23/2003,Switzerland,1,0
6/23/2003,Thailand,9,2
6/23/2003,United Kingdom,4,0
6/23/2003,United States,74,0
6/23/2003,Viet Nam,63,5
6/23/2003,Total,8459,805
6/24/2003,Australia,5,0
6/24/2003,Brazil,3,0
6/24/2003,Canada,249,37
6/24/2003,China,5326,347
6/24/2003,Hong Kong,1755,296
6/24/2003,China,1,0
6/24/2003,Taiwan,687,84
6/24/2003,Colombia,1,0
6/24/2003,Finland,1,0
6/24/2003,France,7,0
6/24/2003,Germany,10,0
6/24/2003,India,3,0
6/24/2003,Indonesia,2,0
6/24/2003,Italy,9,0
6/24/2003,Kuwait,1,0
6/24/2003,Malaysia,5,2
6/24/2003,Mongolia,9,0
6/24/2003,New Zealand,1,0
6/24/2003,Philippines,14,2
6/24/2003,Republic of Ireland,1,0
6/24/2003,Republic of Korea,3,0
6/24/2003,Romania,1,0
6/24/2003,Russian Federation,1,0
6/24/2003,Singapore,206,31
6/24/2003,South Africa,1,1
6/24/2003,Spain,1,0
6/24/2003,Sweden,3,0
6/24/2003,Switzerland,1,0
6/24/2003,Thailand,9,2
6/24/2003,United Kingdom,4,0
6/24/2003,United States,75,0
6/24/2003,Viet Nam,63,5
6/24/2003,Total,8458,807
6/25/2003,Australia,5,0
6/25/2003,Brazil,3,0
6/25/2003,Canada,250,37
6/25/2003,China,5327,348
6/25/2003,Hong Kong,1755,296
6/25/2003,China,1,0
6/25/2003,Taiwan,686,84
6/25/2003,Colombia,1,0
6/25/2003,Finland,1,0
6/25/2003,France,7,0
6/25/2003,Germany,10,0
6/25/2003,India,3,0
6/25/2003,Indonesia,2,0
6/25/2003,Italy,9,0
6/25/2003,Japan,1,0
6/25/2003,Kuwait,1,0
6/25/2003,Malaysia,5,2
6/25/2003,Mongolia,9,0
6/25/2003,New Zealand,1,0
6/25/2003,Philippines,14,2
6/25/2003,Republic of Ireland,1,0
6/25/2003,Republic of Korea,3,0
6/25/2003,Romania,1,0
6/25/2003,Russian Federation,1,0
6/25/2003,Singapore,206,31
6/25/2003,South Africa,1,1
6/25/2003,Spain,1,0
6/25/2003,Sweden,3,0
6/25/2003,Switzerland,1,0
6/25/2003,Thailand,9,2
6/25/2003,United Kingdom,4,0
6/25/2003,United States,75,0
6/25/2003,Viet Nam,63,5
6/25/2003,Total,8460,808
6/26/2003,Australia,5,0
6/26/2003,Brazil,3,0
6/26/2003,Canada,251,37
6/26/2003,China,5327,348
6/26/2003,Hong Kong,1755,296
6/26/2003,China,1,0
6/26/2003,Taiwan,682,84
6/26/2003,Colombia,1,0
6/26/2003,Finland,1,0
6/26/2003,France,7,0
6/26/2003,Germany,10,0
6/26/2003,India,3,0
6/26/2003,Indonesia,2,0
6/26/2003,Italy,9,0
6/26/2003,Japan,1,0
6/26/2003,Kuwait,1,0
6/26/2003,Malaysia,5,2
6/26/2003,Mongolia,9,0
6/26/2003,New Zealand,1,0
6/26/2003,Philippines,14,2
6/26/2003,Republic of Ireland,1,0
6/26/2003,Republic of Korea,3,0
6/26/2003,Romania,1,0
6/26/2003,Russian Federation,1,0
6/26/2003,Singapore,206,32
6/26/2003,South Africa,1,1
6/26/2003,Spain,1,0
6/26/2003,Sweden,3,0
6/26/2003,Switzerland,1,0
6/26/2003,Thailand,9,2
6/26/2003,United Kingdom,4,0
6/26/2003,United States,74,0
6/26/2003,Viet Nam,63,5
6/26/2003,Total,8456,809
6/27/2003,Australia,5,0
6/27/2003,Brazil,3,0
6/27/2003,Canada,251,37
6/27/2003,China,5327,348
6/27/2003,Hong Kong,1755,297
6/27/2003,China,1,0
6/27/2003,Taiwan,681,84
6/27/2003,Colombia,1,0
6/27/2003,Finland,1,0
6/27/2003,France,7,0
6/27/2003,Germany,10,0
6/27/2003,India,3,0
6/27/2003,Indonesia,2,0
6/27/2003,Italy,5,0
6/27/2003,Kuwait,1,0
6/27/2003,Malaysia,5,2
6/27/2003,Mongolia,9,0
6/27/2003,New Zealand,1,0
6/27/2003,Philippines,14,2
6/27/2003,Republic of Ireland,1,0
6/27/2003,Republic of Korea,3,0
6/27/2003,Romania,1,0
6/27/2003,Russian Federation,1,0
6/27/2003,Singapore,206,32
6/27/2003,South Africa,1,1
6/27/2003,Spain,1,0
6/27/2003,Sweden,3,0
6/27/2003,Switzerland,1,0
6/27/2003,Thailand,9,2
6/27/2003,United Kingdom,4,0
6/27/2003,United States,74,0
6/27/2003,Viet Nam,63,5
6/27/2003,Total,8450,810
6/30/2003,Australia,5,0
6/30/2003,Brazil,3,0
6/30/2003,Canada,252,37
6/30/2003,China,5327,348
6/30/2003,Hong Kong,1755,298
6/30/2003,China,1,0
6/30/2003,Taiwan,678,84
6/30/2003,Colombia,1,0
6/30/2003,Finland,1,0
6/30/2003,France,7,0
6/30/2003,Germany,10,0
6/30/2003,India,3,0
6/30/2003,Indonesia,2,0
6/30/2003,Italy,5,0
6/30/2003,Kuwait,1,0
6/30/2003,Malaysia,5,2
6/30/2003,Mongolia,9,0
6/30/2003,New Zealand,1,0
6/30/2003,Philippines,14,2
6/30/2003,Republic of Ireland,1,0
6/30/2003,Republic of Korea,3,0
6/30/2003,Romania,1,0
6/30/2003,Russian Federation,1,0
6/30/2003,Singapore,206,32
6/30/2003,South Africa,1,1
6/30/2003,Spain,1,0
6/30/2003,Sweden,3,0
6/30/2003,Switzerland,1,0
6/30/2003,Thailand,9,2
6/30/2003,United Kingdom,4,0
6/30/2003,United States,73,0
6/30/2003,Viet Nam,63,5
6/30/2003,Total,8447,811
7/1/2003,Australia,5,0
7/1/2003,Brazil,1,0
7/1/2003,Canada,252,38
7/1/2003,China,5327,348
7/1/2003,Hong Kong,1755,298
7/1/2003,China,1,0
7/1/2003,Taiwan,678,84
7/1/2003,Colombia,1,0
7/1/2003,Finland,1,0
7/1/2003,France,7,0
7/1/2003,Germany,10,0
7/1/2003,India,3,0
7/1/2003,Indonesia,2,0
7/1/2003,Italy,5,0
7/1/2003,Kuwait,1,0
7/1/2003,Malaysia,5,2
7/1/2003,Mongolia,9,0
7/1/2003,New Zealand,1,0
7/1/2003,Philippines,14,2
7/1/2003,Republic of Ireland,1,0
7/1/2003,Republic of Korea,3,0
7/1/2003,Romania,1,0
7/1/2003,Russian Federation,1,0
7/1/2003,Singapore,206,32
7/1/2003,South Africa,1,1
7/1/2003,Spain,1,0
7/1/2003,Sweden,3,0
7/1/2003,Switzerland,1,0
7/1/2003,Thailand,9,2
7/1/2003,United Kingdom,4,0
7/1/2003,United States,73,0
7/1/2003,Viet Nam,63,5
7/1/2003,Total,8445,812
7/2/2003,Australia,5,0
7/2/2003,Brazil,1,0
7/2/2003,Canada,252,38
7/2/2003,China,5327,348
7/2/2003,Hong Kong,1755,298
7/2/2003,China,1,0
7/2/2003,Taiwan,676,84
7/2/2003,Colombia,1,0
7/2/2003,Finland,1,0
7/2/2003,France,7,0
7/2/2003,Germany,10,0
7/2/2003,India,3,0
7/2/2003,Indonesia,2,0
7/2/2003,Italy,4,0
7/2/2003,Kuwait,1,0
7/2/2003,Malaysia,5,2
7/2/2003,Mongolia,9,0
7/2/2003,New Zealand,1,0
7/2/2003,Philippines,14,2
7/2/2003,Republic of Ireland,1,0
7/2/2003,Republic of Korea,3,0
7/2/2003,Romania,1,0
7/2/2003,Russian Federation,1,0
7/2/2003,Singapore,206,32
7/2/2003,South Africa,1,1
7/2/2003,Spain,1,0
7/2/2003,Sweden,3,0
7/2/2003,Switzerland,1,0
